text,KN_label,My_label
"He died in London, England, aged 71.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"Founded in 1970, the CRI is attached to UNAM's Facultad de Ciencias Políticas y Sociales (FCPyS, Faculty of Political and Social Sciences) and offers academic degrees in international relations studies and theory.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Spc. Anders, 21, the son of Troy and Genevieve Woydziak of Baker City, joined the Army on Jan. 5, 2010, and was deployed to Afghanistan this past March 10.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"Anatoli Ilych Vasiliev (Russian: Анато́лий Ильи́ч Васи́льев; 18 March 1917, Petrograd (former Saint Petersburg), Russian Empire – June 4, 1994, Saint Petersburg, Russian Federation) was a Russian and Soviet realist painter, who lived and worked in Leningrad.","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"Together with our parent company, Contital s.r.l. we supply aluminium trays to the UK, Eire, Continental Europe, Middle East, North America, Asia and Australia.","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Vic Roschkov Sr. has two sons: Vic, is also a notable artist living in London, Ontario and Tom, a musician who currently lives in Edmonton","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
"At 14 years old, Junior is the only child of Cleveland and Loretta Brown, stepson of Donna Tubbs, and the stepbrother of Roberta and Rallo Tubbs.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
Garoyian was born in Nicosia.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"Founded in 1966 by Pierre Bellon in Marseilles, France, Sodexo is now the worldwide leader in Quality of Life services.","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Geoffrey Raoul de Havilland Jr., OBE (18 February 1910 – 27 September 1946) was a British test pilot and the son of the English aviation pioneer and aircraft designer of the same name, Geoffrey de Havilland.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"He was the Chairman of Tripura Pradesh Congress Committee SC Department from 2004 till he resigned from his post and joined All India Trinamool Congress in June, 2016 and was appointed Vice-President of the Tripura state unit of All India Trinamool Congress.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Nyrere Anthony Okpara ""Tony"" Kelly (born 14 February 1966) is a former English footballer who played as a winger.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
I m a female a native of Ogun state born on bought up in lagos state I m an easy going person,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"The Greater Boston Food Bank (GBFB), located in Boston, Massachusetts, is a non-profit organization that serves more than 500,000 people each year through a network of nearly 600 member hunger-relief agencies throughout eastern Massachusetts.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Since its founding in 2011, Roomer has come to the rescue of distressed travelers all over the world who were stuck with nonrefundable hotel reservations and used Roomer's secure platform to sell these reservations to spontaneous, deal-seeking travelers.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Al Lee (born June 8, 1893) was a Boston-born American actor, producer and manager in vaudeville and silent films.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Mohamed Kohail born 1985 (age 30–31) and Sultan Kohail born 1991 (age 24–25) were born in Saudi Arabia and lived there 16 years before moving to Montreal, Canada where they got citizenship and the family spent 6 years (2000–2006).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
"They continued to produce competition cars until 1981, when Vittorio Stanguellini died; thenceforth, the company devoted to vintage cars.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"On Rajchman's suggestion, the American Maurice Pate was appointed its first executive director, serving from 1947 until his death in 1965.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"She was born as Virginia Louise Noonan, one of 11 children born to a judge in Bayonne, New Jersey.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"Shenzhen professional electronic semiconductor co., LTD (hereafter Shenzhen professional electronic ) is a wholly-owned subsidiary of Newsun Electronic International CO.,LTD (a direct member of China Electronic chamber of commerce and Shenzhen electronic chamber of commerce.)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Peskov authored about 15,000 cartoons.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"She has been an executive at Oracle Corporation since April 1999, and a board member since 2001.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Upon his retirement, Stanley settled in Cape Town and was appointed Chief Commissioner of the South African Boy Scouts.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"After completing his undergraduate studies at Kyoto University, he received his Ph.D. in 1960 from Harvard while under the direction of Oscar Zariski.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"After beginning in the business in Mexico, Aguirre moved to the United States in the 1980s and opened a tire shop in Arizona, one of three he now owns in the state.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"Nora Lustig (born January 13, 1951 in Buenos Aires, Argentina) is the Samuel Z. Stone Professor of Latin American Economics in the Department of Economics at Tulane University and a non-resident Fellow at the Center for Global Development and the Inter-American Dialogue.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"Prior to consulting, she worked for Demirbank (acquired by HSBC) as a credit analyst for large corporate clients where she gained hands on experience in banking as well as other industries such as manufacturing, textile, retail and media.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Kenneth Walter Samuel Nethercott (born 22 July 1925 in Bristol) is a former professional footballer.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"Richard Moat is the Chief Executive Officer of Eircom Ltd., the largest telecommunications company in Ireland, and a Non-Executive Director and Chairman of the Audit and Risk Committee of International Personal Finance plc.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"As of 2008, he is President and CEO of the Prince George's Chamber of Commerce in addition to serving as a Senior Policy Advisor for Common Health Action.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Gustaf Aspelin died in 1917, and Jonas took over, and later took his brother Knut on board as co-owner.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Katz was a senior member of the Radical Civic Union but became a leading supporter of Peronist President Néstor Kirchner.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"He was killed in October 1948 while changing a tire at trackside, when he was hit by another competitor.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"Born in Weymouth, Massachusetts, Marcy graduated from the University of New Hampshire with a degree in English Literature, and began her show business career as an NBC tour guide.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"Archer Financial Services Inc. ('AFS') is a wholly owned subsidiary and Guaranteed Introducing Broker of ADM Investor Services, Inc. ('ADMIS').","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Ashinaga [あしなが育英会 Ashinaga Ikueikai] is a non-profit organization headquartered in Tokyo, Japan that provides educational funding and psychological support to children who have lost one or both guardians, as well as to those whose guardians suffer from serious disabilities.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"William Ambrose Bebb (4 July 1894 – 27 April 1955) was a Welsh language critic, author and politician.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
"Natasa is the daughter of Nenad and Yovanka Manojlovic and she was born on November 6, 1985.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"Based in South Africa during World War I, Stanley married Reniera Cloete, from a leading Cape Town family, in Cape Town in 1918.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"Nahid Kalhori (Persian: ناهید کلهری, born July 20, 1986) is an Iranian jailed dissident, dissident blogger and student activist.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In 1886, after the death of the last Vice King Bovorn Vichaichan, King Chulalongkorn chose not to appoint one of his brothers as a new Vice King, but instead appointed his eldest son as the Crown Prince of Siam.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Marie Carmelle Jean-Marie is a Haitian politician who was the Minister of the Economy and Finance.,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Microsoft chairman Bill Gates said in 1996 that for a long time that company had the highest-volume AT&T Unix license.,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Jason Kazilimani, Jr. is the Senior Partner and CEO at KPMG Zambia, a firm at which he has over 21 years of experience in Zambia, Nigeria, and the UK.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In 1997, Mike formed DoorTech Industries to manufacture sectional steel, wood and aluminum garage doors.","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
In 1984 he became a Corresponding Member of the USSR Academy of Sciences (Russian Academy of Sciences since 1991).,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The 2011 Libyan Civil War started in Cyrenaica, which came largely under the control of the National Transitional Council (headquartered in Benghazi) for most of the war.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Henry Chalfant Gearing (9 June 1855 – 16 August 1926) was born in Pittsburgh, Pennsylvania.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"I was raised in California, I graduated high school in Grass Valley in 1985, when I joined my mom in her business venture Lenas Supplements Plus.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"A Franco-Polish alliance was formed in 1524 between the king of France Francis I and the king of Poland Sigismund I. Francis I was looking for allies in Central Europe to create a balance against the power of Habsburg Emperor Charles V. Queen Bona Sforza, the Italian wife of Sigismund, was instrumental in promoting the alliance, with the objective of recovering sovereignty of Milan.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"All 3 of his sons attended H-F along with his daughter in law Terri (Butler) Bodee and 2 of his grandchildren, Bradley and Colleen Bodee.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"It originally formed on April 1, 2008 as a result of a merger between ASCII Corporation and MediaWorks where MediaWorks legally absorbed ASCII.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
He was the leader of PricewaterhouseCoopers Global Islamic Finance Team practice from 2007 to September 2012 and was also previously the Financial Services Leader for PwC Malaysia.,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"He was born on April 23, 1908 in Junee, Australia and died August 14, 2006.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"Born Lorraine Lois Turnbull, she attended Occidental College where she majored in physics.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"Stephen Warshall (November 15, 1935 – December 11, 2006) was an American computer scientist.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"Jessica’s Law was named after Jessica Lunsford, the nine-year-old girl who was abducted, raped, and murdered in Florida in 2005 by a twice-convicted sex offender.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"Jacobus Albertus Wilhelmus ""Jaap"" Burger (20 August 1904 – 19 August 1986) was a Dutch politician of the Labour Party (PvdA) and jurist.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Carroll T. Cooney, Jr., was a writer of popular children's books and the president and chairman of the Vocaline Company in the 1950s and 1960s.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"Martin Lundström (born May 30, 1918) is a former Swedish cross-country skier who competed in the late 1940s and early 1950s.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"Because his father was employed by the United States Army, Frank lived in Japan, Nevada, California, New York, Texas, North Carolina, and Hawaii during his childhood.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"A member of the Liberal Democratic party (LDP), he served twice as education minister before rising to lead the party after the resignations of Noburu Takeshita and Sosuke Uno as a result of financial and other scandals.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
She received her Master of Arts in Critical Theory at the University of Nottingham in 1989.,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"I am pursuing a Bachelor of Science at Asian School of the Environment, Nanyang Technological University (NTU), Singapore.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Since 1946, Central Glass Company, which was founded by John Dale and Stanley Gordon, has been a leader in providing quality glass repair, replacement, and contract glazing installations.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"C was originally developed by Dennis Ritchie between 1969 and 1973 at AT&T Bell Labs, and used to re-implement the Unix operating system.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"He added astronomy to his portfolio in 1842, and remained as Harvard professor until his death.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Having gained an extensive experience in brewing under his father, he emigrated to Montreal from Scotland in about 1818.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"After a career in theater and arts management, Cydney ventured into the florist business in her own right, opening The English Garden with her husband Warren, also a third generation florist.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"Founded in 1948 by parents who sought better services for their children, The Arc of Philadelphia is one of the first Arc chapters in the United States.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In 1992, her son, Paul Ilyinsky, who had become an American citizen, served in the U.S. Marine Corps, and was a three-time Mayor of Palm Beach, Florida, technically succeeded as head of the ducal and princely House of Holstein-Gottorp.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"Founded in 1981 by our Chairman David Lenz, North Central Group has become one of America's foremost developers, owners, and operators of focused-service and extended-stay hotels.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"When she was in grade school, her parents acquired Japanese citizenship, and her nationality became Japanese at that time.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Based in Lewisville, TX, HomeSearch.com Realty Inc. is a wholly owned subsidiary of SolutionStar Realty Services.","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The Secretary of the Navy was, from its creation in 1798, a member of the President's Cabinet until 1949, when the Secretary of the Navy (and the Secretaries of the Army and Air Force) was by amendments to the National Security Act of 1947 made subordinate to the Secretary of Defense.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"I previously worked as a permanent library assistant with Fingal County Council in Blanchardstown Library as well as a Temporary Library Assistant with Dun Laoghaire Rathdown County Council in dlr LexIcon Library in Dun Laoghaire and in Blackrock Library, so I possess extensive experience of working in a number of different library settings in the past few years.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
My name is Yollande Tchouapi Deacon a native Bantu from the Bamileke tribe of Cameroon in West Africa.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"His latest book, Across the Endless River, is a historical novel about Jean-Baptiste Charbonneau, the son of Sacagawea, and his intriguing sojourn as a young man in 1820s Europe.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"Tony Pierce-Roberts, BSC (born 1945 in Birkenhead, England) is a British cinematographer.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"Founded by John Weisinger in 1988 and still family owned and operated by his son Eric, Weisinger Family Winery sits at 2300' elevation.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"Harris Jacob Bixler (September 16, 1870 – March 29, 1941) was a Republican member of the U.S. House of Representatives from Pennsylvania.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Milestone Aviation Group, a subsidiary of GE Capital Aviation Services (GECAS), is the first global aircraft operating lease company focused exclusively on the helicopter market.","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The triumphant NARC (a coalition of the National Alliance Party of Kenya and Liberal Democratic Party), which dominated in the general elections of 2002 was in the majority, led by Kibaki.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
